run_id,experiment,harness,model,task_id,variant,rep,wall_s,turns,reasoning_tokens,visible_output_tokens,logical_input_tokens,reported_cost_usd,estimated_no_cache_cost_usd,scope_compliant_success,tool_calls,failed_calls,error_recovery_calls,duplicate_commands,repeated_reads,post_green_repeat_tests,post_success_calls,abandoned_exploration_calls,distinct_files_read,tool_result_chars,est_tool_result_tokens,induced_cost_lower_usd,induced_cost_upper_usd,context_growth_tokens,tool_wall_s,n_calls_with_duration,cat_code_edit,cat_file_read,cat_file_search,cat_test_execution,cat_navigation,cat_other_bash,cat_git_inspect,cat_env_inspect,cat_other_tool,cat_lint_static,cat_build_compile
claude-code_Kimi-K2.7-Code_js-high-01_goal_only_r1_0c0428,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,goal_only,1,14.23,11,550,1724,180739,0.045665,0.178598,True,10,6,5,2,0,0,0,2,3,1984,496,0.001803,0.007128,1764,0.24,10,1,3,1,2,0,3,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-high-01_exhaustive_exploration_r2_1654ed,pilot_a,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,exhaustive_exploration,2,35.47,6,925,1822,20807,0.020467,0.042545,True,6,1,1,0,0,0,0,1,2,4487,1122,0.002609,0.00767,3258,,0,1,2,0,2,0,1,0,0,0,0,0
claude-code_Kimi-K2.6_js-high-01_baseline_r1_436c55,pilot_b,claude-code,moonshotai/Kimi-K2.6,js-high-01,baseline,1,80.59,39,8645,11114,646247,0.189349,0.825509,True,38,28,27,19,2,0,0,2,2,3124,781,0.01216,0.068271,3458,0.56,38,1,5,0,18,3,10,0,1,0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_bounded_efficiency_r2_555c9a,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,bounded_efficiency,2,49.5,31,822,3170,633607,0.301003,0.391576,True,30,24,23,13,1,0,0,1,2,1972,493,0.005441,0.015731,3036,0.44,30,1,4,0,8,1,16,0,0,0,0,0
claude-code_Inkling_js-high-01_exhaustive_exploration_r2_7b62c6,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,exhaustive_exploration,2,26.79,21,645,1638,388280,0.105729,0.394914,True,20,10,10,5,1,0,0,3,3,5457,1364,0.01193,0.063517,2611,0.34,20,1,7,0,7,2,3,0,0,0,0,0
pi_Kimi-K2.6_js-high-01_deep_thinking_r1_5e554e,pilot_a,pi,moonshotai/Kimi-K2.6,js-high-01,deep_thinking,1,111.87,18,22032,25051,324649,0.210852,0.502308,True,20,7,7,2,1,1,2,2,2,8609,2152,0.006432,0.025681,27420,,0,2,6,0,3,1,8,0,0,0,0,0
claude-code_Inkling_js-high-01_exhaustive_exploration_r1_302bd0,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,exhaustive_exploration,1,24.84,12,341,1252,216232,0.07331,0.221303,True,11,5,4,2,1,0,0,1,2,3297,824,0.004268,0.021081,1841,0.25,11,1,4,0,4,0,2,0,0,0,0,0
claude-code_DeepSeek-V4-Pro_py-low-01_no_questions_autonomy_r2_db62d8,pilot_b,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-low-01,no_questions_autonomy,2,53.65,19,1020,3087,353613,0.144662,0.626029,True,18,13,12,6,0,0,0,1,2,1702,426,0.00399,0.029011,2463,0.29,18,4,3,0,9,1,1,0,0,0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_scoped_authorization_r2_e95349,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,scoped_authorization,2,30.59,23,593,2108,459928,0.217958,0.283546,True,22,17,17,9,0,0,0,2,3,1945,486,0.003228,0.0091,2300,0.32,22,1,4,0,7,1,9,0,0,0,0,0
pi_GLM-5.2_go-low-01_adjacent_cleanup_r2_46711a,pilot_a,pi,zai-org/GLM-5.2,go-low-01,adjacent_cleanup,2,124.38,11,223,565,14172,0.015469,0.022327,True,6,0,0,0,0,0,1,0,2,1516,379,0.001097,0.003581,8555,,0,1,3,0,1,1,0,0,0,0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_baseline_r2_a9741c,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,baseline,2,7.04,5,117,431,95596,0.04954,0.058909,True,4,2,1,1,0,0,0,0,1,488,122,0.000295,0.00074,461,0.08,4,1,1,0,2,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-high-01_adjacent_cleanup_r3_6caf3b,pilot_a,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,adjacent_cleanup,3,59.43,6,1986,2907,20425,0.028704,0.045656,True,6,0,0,0,0,0,1,1,2,2247,562,0.001183,0.002768,3388,,0,1,3,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_deep_thinking_r2_fdf975,pilot_a,pi,zai-org/GLM-5.2,go-high-01,deep_thinking,2,279.46,16,1447,2674,24254,0.031567,0.045721,True,9,2,2,0,0,0,0,1,3,2669,667,0.002505,0.00939,17798,,0,1,4,1,3,0,0,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-high-01_deep_thinking_r2_614656,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,deep_thinking,2,77.25,11,17314,17957,162474,0.106232,0.226178,True,10,6,5,3,0,0,0,1,2,1725,431,0.001827,0.007495,1206,0.18,10,1,2,0,6,1,0,0,0,0,0,0
claude-code_Inkling_js-high-01_bounded_efficiency_r2_a8db6a,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,bounded_efficiency,2,30.24,20,762,1747,362263,0.100232,0.369338,True,19,10,10,5,1,0,0,2,2,3097,774,0.007286,0.039077,1923,0.35,19,1,5,0,8,2,2,0,1,0,0,0
pi_DeepSeek-V4-Pro_js-high-01_bounded_efficiency_r3_ef331b,pilot_a,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,bounded_efficiency,3,25.73,6,477,1363,15890,0.019382,0.032392,True,6,1,1,0,0,0,0,1,2,2510,628,0.001369,0.003505,2026,,0,1,2,0,2,1,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_bounded_efficiency_r2_be3196,pilot_a,pi,zai-org/GLM-5.2,js-med-03,bounded_efficiency,2,106.58,8,624,987,10410,0.011694,0.018917,True,5,0,0,0,0,0,0,1,2,1562,390,0.000767,0.001734,4427,,0,1,2,0,1,1,0,0,0,0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_baseline_r1_57d642,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,baseline,1,32.09,18,460,1772,358339,0.171411,0.221383,True,17,11,10,5,0,0,0,1,2,2064,516,0.003155,0.008847,2034,0.32,17,1,3,0,6,2,5,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-high-01_exhaustive_exploration_r2_0f4950,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,exhaustive_exploration,2,15.96,10,2347,3186,130763,0.041197,0.136969,True,9,5,4,2,0,0,0,2,3,1649,412,0.001247,0.004669,1226,0.2,9,1,3,1,4,0,0,0,0,0,0,0
claude-code_Inkling_js-high-01_baseline_r2_b5771b,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,baseline,2,15.23,10,119,852,175302,0.062632,0.178753,True,9,5,4,2,0,0,0,1,2,1486,372,0.001849,0.009061,1144,0.17,9,1,2,0,4,1,1,0,0,0,0,0
claude-code_GLM-5.2_js-med-03_bounded_efficiency_r1_18a42b,pilot_b,claude-code,zai-org/GLM-5.2,js-med-03,bounded_efficiency,1,265.74,41,527,1731,730365,0.341093,1.030127,True,41,37,36,36,0,0,0,1,2,2555,639,0.010763,0.054031,1895,0.42,41,1,2,0,37,1,0,0,0,0,0,0
pi_Kimi-K2.6_js-high-01_bounded_efficiency_r3_4fe960,pilot_a,pi,moonshotai/Kimi-K2.6,js-high-01,bounded_efficiency,3,55.69,9,10620,11360,51475,0.075514,0.11289,True,10,2,2,0,0,0,1,2,3,3689,922,0.001821,0.005395,12440,,0,1,4,0,2,2,1,0,0,0,0,0
claude-code_Kimi-K2.6_js-high-01_no_questions_autonomy_r2_84d0af,pilot_b,claude-code,moonshotai/Kimi-K2.6,js-high-01,no_questions_autonomy,2,96.68,41,8882,11222,705902,0.203309,0.897581,False,44,31,31,22,2,0,0,3,3,4106,1026,0.016747,0.094321,4051,0.65,44,3,7,0,25,2,6,0,1,0,0,0
pi_Kimi-K2.6_js-high-01_adjacent_cleanup_r2_04f724,pilot_a,pi,moonshotai/Kimi-K2.6,js-high-01,adjacent_cleanup,2,19.21,10,2158,3094,34864,0.027472,0.05576,True,10,1,1,0,0,0,2,1,2,4304,1076,0.002298,0.007331,4310,,0,1,4,1,2,1,1,0,0,0,0,0
claude-code_Inkling_js-high-01_scoped_authorization_r2_7daab5,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,scoped_authorization,2,31.77,21,657,1957,369787,0.102976,0.377713,True,20,10,9,5,1,0,0,1,2,4101,1025,0.009518,0.050982,2480,0.39,20,1,6,0,8,3,2,0,0,0,0,0
pi_GLM-5.2_go-low-01_baseline_r1_7a058e,pilot_a,pi,zai-org/GLM-5.2,go-low-01,baseline,1,70.5,7,103,508,10694,0.011735,0.017207,True,6,0,0,0,0,0,2,0,1,1046,262,0.000563,0.001426,2810,,0,1,2,1,2,0,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_baseline_r1_13c2a0,pilot_a,pi,zai-org/GLM-5.2,go-high-01,baseline,1,65.49,6,391,1146,13991,0.014124,0.02463,True,7,1,1,0,0,0,0,1,3,1754,438,0.000899,0.002149,1841,,0,1,4,1,1,0,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_baseline_r3_dec627,pilot_a,pi,zai-org/GLM-5.2,js-med-03,baseline,3,44.76,5,245,463,9515,0.009521,0.015358,True,5,0,0,0,0,0,0,1,2,1560,390,0.000733,0.001553,899,,0,1,2,0,1,1,0,0,0,0,0,0
pi_Kimi-K2.6_js-high-01_baseline_r1_228514,pilot_a,pi,moonshotai/Kimi-K2.6,js-high-01,baseline,1,10.76,7,783,1624,16569,0.014007,0.027191,True,7,0,0,0,0,0,2,1,2,1829,457,0.000881,0.002541,2133,,0,1,3,1,1,1,0,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-high-01_no_questions_autonomy_r2_1ee317,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,no_questions_autonomy,2,50.92,36,1466,6070,612879,0.147743,0.606515,True,35,29,28,22,0,0,0,2,3,2309,577,0.00649,0.030258,3185,0.52,35,1,4,0,21,2,6,0,1,0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_bounded_efficiency_r1_a30ea3,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,bounded_efficiency,1,52.3,41,802,3253,825277,0.388195,0.506877,True,40,35,34,15,0,0,0,1,2,2151,538,0.007544,0.021986,3395,0.55,40,1,3,0,18,1,17,0,0,0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_goal_only_r2_996ecb,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,goal_only,2,4.67,3,95,278,56849,0.031987,0.03511,True,2,0,0,0,0,0,0,0,1,428,107,0.000148,0.000314,311,0.03,2,1,1,0,0,0,0,0,0,0,0,0
pi_Kimi-K2.6_js-high-01_bounded_efficiency_r1_64325a,pilot_a,pi,moonshotai/Kimi-K2.6,js-high-01,bounded_efficiency,1,12.98,7,1147,1818,17359,0.01378,0.029012,True,7,1,1,0,0,0,1,1,2,2518,630,0.001155,0.003153,2546,,0,1,2,0,2,1,1,0,0,0,0,0
claude-code_Inkling_js-high-01_bounded_efficiency_r1_5423a7,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,bounded_efficiency,1,27.32,19,688,1700,326497,0.093492,0.333382,True,18,9,8,3,2,0,0,2,2,3736,934,0.007068,0.037013,2063,0.25,18,2,6,0,7,1,2,0,0,0,0,0
claude-code_DeepSeek-V4-Pro_py-low-01_exhaustive_exploration_r2_085efa,pilot_b,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-low-01,exhaustive_exploration,2,104.59,20,900,2973,352605,0.144877,0.623879,True,19,11,10,2,0,0,0,2,4,4535,1134,0.011798,0.087454,3752,0.3,19,7,6,0,4,0,2,0,0,0,0,0
claude-code_GLM-5.2_js-med-03_scoped_authorization_r1_b73c16,pilot_b,claude-code,zai-org/GLM-5.2,js-med-03,scoped_authorization,1,67.5,27,384,2873,477522,0.160019,0.681172,True,26,19,18,12,0,0,0,1,2,2815,704,0.006844,0.032532,2867,0.37,26,1,3,0,15,2,4,0,1,0,0,0
pi_Kimi-K2.6_js-high-01_exhaustive_exploration_r3_0ffc8d,pilot_a,pi,moonshotai/Kimi-K2.6,js-high-01,exhaustive_exploration,3,15.68,7,1476,2157,23457,0.019039,0.037855,True,7,1,1,0,0,0,1,1,2,5110,1278,0.002415,0.006823,3484,,0,1,3,0,2,0,1,0,0,0,0,0
pi_GLM-5.2_go-low-01_exhaustive_exploration_r3_0ba722,pilot_a,pi,zai-org/GLM-5.2,go-low-01,exhaustive_exploration,3,39.62,6,245,703,12801,0.010508,0.021015,True,8,0,0,0,0,0,1,1,3,1350,338,0.000726,0.001837,1273,,0,1,3,0,2,0,2,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-high-01_goal_only_r2_e1543e,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,goal_only,2,29.45,8,5944,6610,129551,0.054617,0.149513,True,7,3,2,1,0,0,0,1,2,2085,521,0.001435,0.005192,1232,0.17,7,1,2,0,3,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-high-01_baseline_r3_71c197,pilot_a,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,baseline,3,93.36,5,1814,2648,14870,0.021685,0.035089,True,5,0,0,0,0,0,0,1,2,1554,388,0.000804,0.00179,3004,,0,1,2,0,1,1,0,0,0,0,0,0
claude-code_Inkling_js-high-01_no_questions_autonomy_r1_52e130,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,no_questions_autonomy,1,26.04,15,290,1071,266546,0.080183,0.270884,True,14,7,7,1,1,0,0,1,2,2699,675,0.003719,0.018579,1560,0.25,14,1,4,0,4,2,3,0,0,0,0,0
claude-code_Inkling_js-high-01_goal_only_r1_3c3be9,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,goal_only,1,6.53,3,42,372,51188,0.037927,0.052695,True,2,0,0,0,0,0,0,0,1,508,127,0.000186,0.000476,402,0.03,2,1,1,0,0,0,0,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-high-01_scoped_authorization_r1_8a9ed5,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,scoped_authorization,1,16.88,8,2046,2693,113874,0.035924,0.118952,True,7,3,2,2,0,0,0,1,2,1635,409,0.001216,0.004529,1110,0.14,7,1,2,0,3,1,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_deep_thinking_r1_a78151,pilot_a,pi,zai-org/GLM-5.2,js-med-03,deep_thinking,1,60.7,7,991,1794,16475,0.018045,0.030959,True,6,0,0,0,0,0,1,1,2,1600,400,0.000849,0.002114,4358,,0,1,2,0,1,1,1,0,0,0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_no_questions_autonomy_r2_629b68,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,no_questions_autonomy,2,54.03,41,1181,3986,834403,0.39631,0.514991,True,40,32,31,22,1,0,0,2,3,2876,719,0.009451,0.027491,4035,0.56,40,1,5,0,14,2,18,0,0,0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_scoped_authorization_r1_ba7435,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,scoped_authorization,1,9.83,7,193,769,134621,0.067925,0.083541,True,6,4,3,2,0,0,0,0,1,548,137,0.000461,0.001219,620,0.11,6,1,1,0,3,0,1,0,0,0,0,0
pi_GLM-5.2_go-low-01_baseline_r2_abde71,pilot_a,pi,zai-org/GLM-5.2,go-low-01,baseline,2,43.32,6,109,422,10208,0.006444,0.016148,True,6,0,0,0,0,0,2,0,1,615,154,0.000298,0.000662,583,,0,1,2,0,2,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-high-01_adjacent_cleanup_r1_99119e,pilot_a,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,adjacent_cleanup,1,48.52,7,637,1985,20891,0.0267,0.043258,False,7,1,1,0,0,0,0,0,2,2755,689,0.001587,0.004576,2735,,0,2,2,0,2,1,0,0,0,0,0,0
claude-code_DeepSeek-V4-Pro_py-low-01_deep_thinking_r2_a29d5f,pilot_b,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-low-01,deep_thinking,2,73.25,16,1284,2999,293346,0.131349,0.520859,True,15,9,8,2,0,0,0,1,2,1987,497,0.003863,0.026952,2374,0.24,15,7,4,1,3,0,0,0,0,0,0,0
pi_GLM-5.2_go-low-01_adjacent_cleanup_r3_6723a1,pilot_a,pi,zai-org/GLM-5.2,go-low-01,adjacent_cleanup,3,28.92,10,261,691,18843,0.014172,0.029421,True,8,0,0,0,0,0,2,1,3,1523,381,0.001035,0.003234,3833,,0,1,4,1,2,0,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_bounded_efficiency_r1_830386,pilot_a,pi,zai-org/GLM-5.2,js-med-03,bounded_efficiency,1,53.16,6,455,957,12805,0.015863,0.022138,True,6,0,0,0,0,0,1,1,2,1599,400,0.000848,0.002113,1317,,0,1,2,0,1,1,1,0,0,0,0,0
claude-code_Inkling_js-high-01_deep_thinking_r1_ae68fe,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,deep_thinking,1,61.95,37,1532,3466,686624,0.16638,0.700661,True,36,15,15,5,1,0,0,1,2,6596,1649,0.024011,0.13319,3907,0.61,36,1,7,0,10,4,5,0,9,0,0,0
pi_GLM-5.2_go-low-01_bounded_efficiency_r1_584149,pilot_a,pi,zai-org/GLM-5.2,go-low-01,bounded_efficiency,1,9.63,6,157,531,10409,0.007059,0.016909,True,5,0,0,0,0,0,2,0,1,418,104,0.000223,0.000561,597,,0,1,2,0,2,0,0,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-high-01_bounded_efficiency_r2_f70e9b,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,bounded_efficiency,2,64.78,21,8380,9815,323106,0.106075,0.346211,True,20,15,14,13,0,0,0,1,2,3026,756,0.005205,0.02315,2423,0.32,20,1,3,0,15,1,0,0,0,0,0,0
claude-code_GLM-5.2_js-med-03_no_questions_autonomy_r1_837f18,pilot_b,claude-code,zai-org/GLM-5.2,js-med-03,no_questions_autonomy,1,90.11,41,704,2030,730349,0.245058,1.031421,True,40,36,35,34,0,0,0,1,2,2525,631,0.010669,0.053573,2007,0.48,40,1,2,0,36,1,0,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-high-01_baseline_r2_87a3ca,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,baseline,2,9.91,9,27,1172,131504,0.033407,0.129617,True,8,4,3,2,0,0,0,1,2,1456,364,0.001034,0.003786,1498,0.22,8,1,2,0,4,1,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_deep_thinking_r3_897565,pilot_a,pi,zai-org/GLM-5.2,go-high-01,deep_thinking,3,138.87,9,3048,4460,36270,0.046982,0.070402,True,10,1,1,0,0,0,3,1,3,2301,575,0.001421,0.00412,4843,,0,1,4,1,3,0,0,0,0,0,1,0
claude-code_DeepSeek-V4-Pro_py-low-01_goal_only_r1_279689,pilot_b,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-low-01,goal_only,1,44.82,6,228,841,111582,0.082356,0.197079,True,5,2,2,0,0,0,0,0,1,918,230,0.00077,0.003623,890,0.05,5,3,2,0,0,0,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_adjacent_cleanup_r2_55780f,pilot_a,pi,zai-org/GLM-5.2,js-med-03,adjacent_cleanup,2,28.99,6,1072,2222,18431,0.019748,0.03558,True,7,0,0,0,0,0,2,1,2,2454,614,0.001154,0.002445,3656,,0,1,3,0,1,1,1,0,0,0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_exhaustive_exploration_r1_67ba5e,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,exhaustive_exploration,1,66.71,35,1518,5047,778638,0.388533,0.485352,True,44,28,28,20,3,0,0,3,4,8187,2047,0.031388,0.091707,103858,21.94,44,1,9,1,18,3,9,0,1,2,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_goal_only_r1_8646d1,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,goal_only,1,5.94,3,118,289,56852,0.032028,0.035152,True,2,0,0,0,0,0,0,0,1,428,107,0.000148,0.000314,311,0.03,2,1,1,0,0,0,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_exhaustive_exploration_r2_1823dc,pilot_a,pi,zai-org/GLM-5.2,js-med-03,exhaustive_exploration,2,12.65,5,483,1106,11704,0.013299,0.021252,True,6,0,0,0,0,0,0,1,2,2039,510,0.000957,0.002023,1990,,0,1,2,0,1,1,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-high-01_bounded_efficiency_r1_a3f4d0,pilot_a,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,bounded_efficiency,1,64.41,6,544,1358,15741,0.022259,0.032115,True,6,1,1,0,0,0,0,1,2,2509,627,0.001369,0.003504,1948,,0,1,2,0,2,1,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_bounded_efficiency_r2_b94ad3,pilot_a,pi,zai-org/GLM-5.2,go-high-01,bounded_efficiency,2,22.45,7,103,828,20531,0.023121,0.032387,True,8,0,0,0,0,0,4,0,2,4147,1037,0.002502,0.007111,2265,,0,1,2,0,5,0,0,0,0,0,0,0
pi_GLM-5.2_go-low-01_bounded_efficiency_r3_17bae9,pilot_a,pi,zai-org/GLM-5.2,go-low-01,bounded_efficiency,3,43.12,7,306,539,10216,0.006897,0.016674,True,5,0,0,0,0,0,2,0,1,672,168,0.000312,0.00065,2085,,0,1,1,0,2,1,0,0,0,0,0,0
claude-code_Inkling_js-high-01_deep_thinking_r2_34bd09,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,deep_thinking,2,49.4,27,1132,2587,481920,0.124913,0.492397,True,26,12,12,4,1,0,0,2,2,4782,1196,0.014573,0.079885,2797,0.38,26,1,6,0,8,3,4,0,1,3,0,0
claude-code_Kimi-K2.7-Code_js-high-01_bounded_efficiency_r1_eae3aa,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,bounded_efficiency,1,39.76,12,6341,7160,195000,0.069575,0.21389,True,11,6,5,3,1,0,0,2,2,1519,380,0.001913,0.00812,1280,0.22,11,1,3,0,6,1,0,0,0,0,0,0
pi_GLM-5.2_js-high-01_exhaustive_exploration_r1_c39ad4,pilot_a,pi,zai-org/GLM-5.2,js-high-01,exhaustive_exploration,1,314.44,9,4421,6489,46396,0.068918,0.093506,True,9,1,1,0,0,0,3,1,2,3255,814,0.002047,0.00603,7344,,0,1,2,1,3,0,2,0,0,0,0,0
pi_GLM-5.2_go-low-01_deep_thinking_r1_485c9f,pilot_a,pi,zai-org/GLM-5.2,go-low-01,deep_thinking,1,21.18,10,357,1040,22707,0.016667,0.036366,True,9,2,2,0,0,0,1,0,2,1797,449,0.001185,0.003622,1548,,0,3,3,0,2,1,0,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-high-01_no_questions_autonomy_r1_2993d3,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,no_questions_autonomy,1,12.71,6,1597,2153,80513,0.026926,0.085099,True,5,1,0,0,0,0,0,1,2,1575,394,0.000939,0.0032,979,0.14,5,1,2,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_adjacent_cleanup_r2_960717,pilot_a,pi,zai-org/GLM-5.2,go-high-01,adjacent_cleanup,2,24.55,8,615,1285,19409,0.018672,0.032827,True,8,2,2,0,0,0,0,0,2,1966,492,0.001211,0.003504,1866,,0,1,2,1,3,1,0,0,0,0,0,0
claude-code_GLM-5.2_js-med-03_no_questions_autonomy_r2_0cdde7,pilot_b,claude-code,zai-org/GLM-5.2,js-med-03,no_questions_autonomy,2,65.86,31,322,2230,563730,0.185076,0.799034,True,30,25,24,21,0,0,0,1,2,2911,728,0.009055,0.044288,1919,0.4,30,1,3,0,14,1,11,0,0,0,0,0
pi_GLM-5.2_go-low-01_baseline_r3_ffbd7a,pilot_a,pi,zai-org/GLM-5.2,go-low-01,baseline,3,6.69,6,144,387,10675,0.006069,0.016648,True,6,0,0,0,0,0,1,0,2,722,180,0.000399,0.001043,680,,0,1,2,1,2,0,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_adjacent_cleanup_r3_1b07cb,pilot_a,pi,zai-org/GLM-5.2,js-med-03,adjacent_cleanup,3,35.92,6,2423,3592,19841,0.026437,0.043582,True,6,0,0,0,0,0,1,1,2,1619,405,0.000855,0.002117,3783,,0,1,2,0,1,1,1,0,0,0,0,0
claude-code_Inkling_js-high-01_no_questions_autonomy_r2_e85ea7,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,no_questions_autonomy,2,31.29,22,618,1762,397044,0.105752,0.40418,True,21,17,16,10,0,0,0,2,3,2243,561,0.006065,0.032938,1828,0.31,21,1,3,0,13,1,3,0,0,0,0,0
pi_GLM-5.2_go-low-01_deep_thinking_r3_18ee01,pilot_a,pi,zai-org/GLM-5.2,go-low-01,deep_thinking,3,7.71,5,68,267,8363,0.004784,0.012883,True,4,1,1,0,0,0,0,0,1,499,125,0.000247,0.000564,478,,0,1,1,0,2,0,0,0,0,0,0,0
claude-code_Kimi-K2.6_js-high-01_scoped_authorization_r2_91da83,pilot_b,claude-code,moonshotai/Kimi-K2.6,js-high-01,scoped_authorization,2,224.26,41,45185,47636,711864,0.368951,1.068599,True,42,25,25,14,3,0,0,5,3,5892,1473,0.020881,0.116446,4449,0.59,42,3,10,0,22,4,2,0,1,0,0,0
claude-code_Kimi-K2.7-Code_js-high-01_exhaustive_exploration_r1_fc2b70,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,exhaustive_exploration,1,28.2,20,3109,4428,301128,0.079845,0.303784,True,19,12,12,9,1,0,0,3,3,2730,682,0.004125,0.018029,2142,0.28,19,1,4,0,11,1,0,0,0,2,0,0
pi_GLM-5.2_go-high-01_bounded_efficiency_r3_93f86e,pilot_a,pi,zai-org/GLM-5.2,go-high-01,bounded_efficiency,3,26.97,8,216,968,17442,0.014159,0.028678,True,9,1,1,0,0,0,3,1,3,2126,532,0.0012,0.003198,1372,,0,1,3,1,4,0,0,0,0,0,0,0
claude-code_Inkling_js-high-01_scoped_authorization_r1_fa40d8,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,scoped_authorization,1,16.16,15,338,1021,250919,0.077421,0.255054,True,14,5,5,1,0,0,0,1,2,3189,797,0.004922,0.025063,1608,0.22,14,1,4,0,3,1,2,0,0,3,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_exhaustive_exploration_r2_33fb76,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,exhaustive_exploration,2,63.53,41,1026,3860,842252,0.400566,0.519247,True,41,35,34,28,0,0,0,1,2,2702,676,0.010057,0.029362,3890,0.53,41,1,3,1,19,1,16,0,0,0,0,0
