run_id,experiment,harness,model,task_id,variant,rep,reasoning_tokens,visible_output_tokens,turns,tool_total_tool_calls,tool_duplicate_reads,tool_repeated_searches,tool_repeated_tests_no_change,edits_reverted,scope_compliant_success,reported_cost_usd,estimated_no_cache_cost_usd,turns_parsed,thinking_chars,visible_chars,tool_calls_parsed,tool_calls_before_first_edit,thinking_chars_before_first_edit,first_green_test_found,tool_calls_after_first_green,test_runs_total,test_runs_after_first_green,postgreen_chars,distinct_files_read,files_read_not_edited,task_restatement_index,redundancy_compression_ratio,plan_markers_per_1k,alt_markers_per_1k,alt_markers_total,plan_markers_total
pi_GLM-5.2_js-med-03_baseline_r1_aeedaa,pilot_a,pi,zai-org/GLM-5.2,js-med-03,baseline,1,616,946,9,5,0,0,0,[],True,0.014396,0.019138,9,2232,762,5,3,434,False,,1,,,2,1,0.0,0.6147,0.0,0.0,0,0
claude-code_Inkling_py-low-01_bounded_efficiency_r1_400e9a,pilot_b,claude-code,thinkingmachines/Inkling,py-low-01,bounded_efficiency,1,301,666,9,8,1,0,0,['tmp/pi-prompt-benchmark/slot-cc-05/shop/discount.py'],True,0.055082,0.141774,29,1286,254,8,2,137,False,,3,,,1,0,0.0,0.5295,0.0,1.555,2,0
claude-code_Inkling_py-low-01_goal_only_r2_c3c727,pilot_b,claude-code,thinkingmachines/Inkling,py-low-01,goal_only,2,103,278,5,3,1,0,0,['tmp/pi-prompt-benchmark/slot-cc-05/shop/discount.py'],True,0.043447,0.086368,15,395,150,3,1,220,False,,0,,,1,0,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-med-01_baseline_r3_c5d0e8,pilot_a,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,baseline,3,563,1311,8,9,1,0,0,['tmp/pi-prompt-benchmark/slot-04/cart/checkout.py'],True,0.018235,0.018235,8,1877,422,9,4,620,True,1,1,0,420,3,2,0.0741,0.5646,0.0,0.533,1,0
claude-code_DeepSeek-V4-Pro_py-low-01_no_questions_autonomy_r1_7a850d,pilot_b,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-low-01,no_questions_autonomy,1,827,2530,16,15,1,0,0,['tmp/pi-prompt-benchmark/slot-cc-01/shop/discount.py'],True,0.095893,0.483036,49,3064,1092,15,3,420,False,,4,,,2,1,0.0,0.6218,0.0,1.958,6,0
claude-code_Inkling_py-low-01_goal_only_r1_fe0169,pilot_b,claude-code,thinkingmachines/Inkling,py-low-01,goal_only,1,93,247,5,3,0,0,0,['tmp/pi-prompt-benchmark/slot-cc-05/shop/discount.py'],True,0.043089,0.086222,13,390,124,3,1,133,False,,0,,,1,0,0.0,,0.0,2.564,1,0
claude-code_Kimi-K2.7-Code_js-high-01_goal_only_r1_0c0428,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,goal_only,1,550,1724,11,10,0,0,1,['tmp/pi-prompt-benchmark/slot-cc-03/src/fetchCache.js'],True,0.045665,0.178598,23,2547,781,10,4,2546,False,,2,,,3,2,0.0,0.5697,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-high-01_exhaustive_exploration_r2_1654ed,pilot_a,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,exhaustive_exploration,2,925,1822,6,6,0,0,0,['tmp/pi-prompt-benchmark/slot-03/src/fetchCache.js'],True,0.020467,0.042545,6,3916,932,6,4,1922,False,,2,,,2,1,0.0,0.6033,0.0,0.255,1,0
claude-code_Kimi-K2.6_js-high-01_baseline_r1_436c55,pilot_b,claude-code,moonshotai/Kimi-K2.6,js-high-01,baseline,1,8645,11114,39,38,3,0,15,['tmp/pi-prompt-benchmark/slot-cc-02/src/fetchCache.js'],True,0.189349,0.825509,113,39310,1309,38,3,2184,False,,18,,,2,1,1.0,0.7172,0.0,0.763,30,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_bounded_efficiency_r2_555c9a,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,bounded_efficiency,2,822,3170,31,30,2,0,3,['tmp/pi-prompt-benchmark/slot-cc-04/shop/discount.py'],True,0.301003,0.391576,92,3510,584,30,5,736,False,,8,,,2,1,0.0,0.7057,0.0,3.704,13,0
claude-code_Inkling_js-high-01_exhaustive_exploration_r2_7b62c6,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,exhaustive_exploration,2,645,1638,21,20,2,0,4,['tmp/pi-prompt-benchmark/slot-cc-05/src/fetchCache.js'],True,0.105729,0.394914,77,2988,956,20,7,453,False,,7,,,3,2,0.0,0.5951,0.0,1.339,4,0
pi_Kimi-K2.6_js-high-01_deep_thinking_r1_5e554e,pilot_a,pi,moonshotai/Kimi-K2.6,js-high-01,deep_thinking,1,22032,25051,18,20,0,0,1,['verify.js'],True,0.210852,0.502308,18,93909,894,20,12,72364,False,,3,,,2,1,0.9167,0.756,1.267,0.117,11,119
claude-code_Inkling_js-high-01_exhaustive_exploration_r1_302bd0,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,exhaustive_exploration,1,341,1252,12,11,2,0,2,['tmp/pi-prompt-benchmark/slot-cc-05/src/fetchCache.js'],True,0.07331,0.221303,39,1647,660,11,4,340,False,,4,,,2,1,0.0278,0.5294,0.0,1.214,2,0
claude-code_DeepSeek-V4-Pro_py-low-01_no_questions_autonomy_r2_db62d8,pilot_b,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-low-01,no_questions_autonomy,2,1020,3087,19,18,0,0,6,['tmp/pi-prompt-benchmark/slot-cc-01/shop/discount.py'],True,0.144662,0.626029,56,3853,705,18,3,640,False,,9,,,2,1,0.0,0.6581,0.0,2.336,9,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_scoped_authorization_r2_e95349,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,scoped_authorization,2,593,2108,23,22,1,0,3,['tmp/pi-prompt-benchmark/slot-cc-04/shop/discount.py'],True,0.217958,0.283546,68,2350,396,22,1,222,False,,7,,,3,2,0.0,0.6563,0.0,1.702,4,0
pi_GLM-5.2_go-low-01_adjacent_cleanup_r2_46711a,pilot_a,pi,zai-org/GLM-5.2,go-low-01,adjacent_cleanup,2,223,565,11,6,1,0,0,[],True,0.015469,0.022327,11,899,647,6,3,243,True,1,1,0,974,2,1,0.0,0.4872,0.0,0.0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_baseline_r2_a9741c,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,baseline,2,117,431,5,4,0,0,1,['tmp/pi-prompt-benchmark/slot-cc-04/shop/discount.py'],True,0.04954,0.058909,14,428,242,4,1,238,False,,2,,,1,0,0.0,,0.0,2.336,1,0
pi_DeepSeek-V4-Pro_js-high-01_adjacent_cleanup_r3_6caf3b,pilot_a,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,adjacent_cleanup,3,1986,2907,6,6,1,0,0,['tmp/pi-prompt-benchmark/slot-03/src/fetchCache.js'],True,0.028704,0.045656,6,8479,1053,6,3,144,False,,1,,,2,1,0.0,0.643,1.769,0.236,2,15
pi_GLM-5.2_go-high-01_deep_thinking_r2_fdf975,pilot_a,pi,zai-org/GLM-5.2,go-high-01,deep_thinking,2,1447,2674,16,9,1,0,0,[],True,0.031567,0.045721,16,5986,2691,9,4,165,True,0,3,0,1982,3,2,0.0333,0.5807,0.0,0.167,1,0
claude-code_Kimi-K2.7-Code_js-high-01_deep_thinking_r2_614656,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,deep_thinking,2,17314,17957,11,10,0,0,3,['tmp/pi-prompt-benchmark/slot-cc-03/src/fetchCache.js'],True,0.106232,0.226178,26,77165,469,10,8,77161,False,,6,,,2,1,1.0,0.7333,1.089,0.765,59,84
claude-code_Inkling_js-high-01_bounded_efficiency_r2_a8db6a,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,bounded_efficiency,2,762,1747,20,19,2,0,5,['tmp/pi-prompt-benchmark/slot-cc-05/src/fetchCache.js'],True,0.100232,0.369338,75,3657,355,19,5,684,False,,8,,,2,1,0.0,0.6081,0.0,1.914,7,0
pi_DeepSeek-V4-Pro_js-high-01_bounded_efficiency_r3_ef331b,pilot_a,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,bounded_efficiency,3,477,1363,6,6,0,0,0,['tmp/pi-prompt-benchmark/slot-03/src/fetchCache.js'],True,0.019382,0.032392,6,2116,940,6,4,228,False,,2,,,2,1,0.0,0.5855,0.0,0.473,1,0
pi_GLM-5.2_js-med-03_bounded_efficiency_r2_be3196,pilot_a,pi,zai-org/GLM-5.2,js-med-03,bounded_efficiency,2,624,987,8,5,0,0,0,[],True,0.011694,0.018917,8,2386,875,5,3,85,False,,1,,,2,1,0.2368,0.5988,0.0,0.0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_baseline_r1_57d642,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,baseline,1,460,1772,18,17,1,0,4,['tmp/pi-prompt-benchmark/slot-cc-04/shop/discount.py'],True,0.171411,0.221383,53,1854,880,17,1,215,False,,6,,,2,1,0.1053,0.617,0.0,1.618,3,0
claude-code_Kimi-K2.7-Code_js-high-01_exhaustive_exploration_r2_0f4950,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,exhaustive_exploration,2,2347,3186,10,9,0,0,1,['tmp/pi-prompt-benchmark/slot-cc-03/src/fetchCache.js'],True,0.041197,0.136969,21,10408,1061,9,4,10406,False,,4,,,3,2,0.5,0.685,1.153,0.384,4,12
claude-code_Inkling_js-high-01_baseline_r2_b5771b,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,baseline,2,119,852,10,9,0,0,2,['tmp/pi-prompt-benchmark/slot-cc-05/src/fetchCache.js'],True,0.062632,0.178753,35,595,289,9,3,122,False,,4,,,2,1,0.0,0.4588,0.0,1.681,1,0
claude-code_GLM-5.2_js-med-03_bounded_efficiency_r1_18a42b,pilot_b,claude-code,zai-org/GLM-5.2,js-med-03,bounded_efficiency,1,527,1731,41,41,0,0,36,['tmp/pi-prompt-benchmark/slot-cc-06/src/cache.js'],True,0.341093,1.030127,85,1975,269,41,3,1973,False,,37,,,2,1,0.0789,0.5949,0.0,0.0,0,0
pi_Kimi-K2.6_js-high-01_bounded_efficiency_r3_4fe960,pilot_a,pi,moonshotai/Kimi-K2.6,js-high-01,bounded_efficiency,3,10620,11360,9,10,0,0,0,[],True,0.075514,0.11289,9,46141,541,10,7,1466,False,,2,,,3,2,1.0,0.7552,0.845,0.412,19,39
claude-code_Kimi-K2.6_js-high-01_no_questions_autonomy_r2_84d0af,pilot_b,claude-code,moonshotai/Kimi-K2.6,js-high-01,no_questions_autonomy,2,8882,11222,41,44,3,0,21,"['tmp/pi-prompt-benchmark/slot-cc-02/run-tests.js', 'tmp/pi-prompt-benchmark/slot-cc-02/src/fetchCache.js', 'tmp/pi-prompt-benchmark/slot-cc-02/test-manual.js']",False,0.203309,0.897581,124,39992,0,44,4,8495,False,,25,,,3,2,0.9722,0.7223,0.05,0.875,35,2
pi_Kimi-K2.6_js-high-01_adjacent_cleanup_r2_04f724,pilot_a,pi,moonshotai/Kimi-K2.6,js-high-01,adjacent_cleanup,2,2158,3094,10,10,1,0,0,[],True,0.027472,0.05576,10,9455,893,10,6,7175,False,,2,,,2,1,0.9167,0.66,1.375,0.317,3,13
claude-code_Inkling_js-high-01_scoped_authorization_r2_7daab5,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,scoped_authorization,2,657,1957,21,20,2,0,5,['tmp/pi-prompt-benchmark/slot-cc-05/src/fetchCache.js'],True,0.102976,0.377713,73,3101,533,20,6,154,False,,8,,,2,1,0.0,0.6216,0.645,0.967,3,2
pi_GLM-5.2_go-low-01_baseline_r1_7a058e,pilot_a,pi,zai-org/GLM-5.2,go-low-01,baseline,1,103,508,7,6,1,0,0,[],True,0.011735,0.017207,7,453,660,6,2,74,True,2,2,1,800,1,0,0.0,,0.0,0.0,0,0
pi_GLM-5.2_go-high-01_baseline_r1_13c2a0,pilot_a,pi,zai-org/GLM-5.2,go-high-01,baseline,1,391,1146,6,7,1,0,0,['tmp/pi-prompt-benchmark/slot-01/counter/counter.go'],True,0.014124,0.02463,6,1666,1160,7,4,127,False,,1,,,3,2,0.0,0.5081,0.0,0.0,0,0
pi_GLM-5.2_js-med-03_baseline_r3_dec627,pilot_a,pi,zai-org/GLM-5.2,js-med-03,baseline,3,245,463,5,5,0,0,0,[],True,0.009521,0.015358,5,855,323,5,3,665,False,,1,,,2,1,0.0,0.5041,0.0,0.0,0,0
pi_Kimi-K2.6_js-high-01_baseline_r1_228514,pilot_a,pi,moonshotai/Kimi-K2.6,js-high-01,baseline,1,783,1624,7,7,0,0,0,[],True,0.014007,0.027191,7,3522,581,7,3,293,False,,1,,,2,1,0.0,0.5906,0.0,0.568,2,0
claude-code_Kimi-K2.7-Code_js-high-01_no_questions_autonomy_r2_1ee317,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,no_questions_autonomy,2,1466,6070,36,35,0,0,19,['tmp/pi-prompt-benchmark/slot-cc-03/src/fetchCache.js'],True,0.147743,0.606515,76,7177,12910,35,4,88,False,,21,,,3,2,0.0,0.6325,0.0,0.139,1,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_bounded_efficiency_r1_a30ea3,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,bounded_efficiency,1,802,3253,41,40,1,0,7,['tmp/pi-prompt-benchmark/slot-cc-04/shop/discount.py'],True,0.388195,0.506877,119,3524,0,40,12,1217,False,,18,,,2,1,0.0,0.7057,0.0,5.675,20,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_goal_only_r2_996ecb,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,goal_only,2,95,278,3,2,0,0,0,['tmp/pi-prompt-benchmark/slot-cc-04/shop/discount.py'],True,0.031987,0.03511,8,349,171,2,1,214,False,,0,,,1,0,0.0,,0.0,0.0,0,0
pi_Kimi-K2.6_js-high-01_bounded_efficiency_r1_64325a,pilot_a,pi,moonshotai/Kimi-K2.6,js-high-01,bounded_efficiency,1,1147,1818,7,7,0,0,0,[],True,0.01378,0.029012,7,5145,426,7,4,787,False,,2,,,2,1,0.3056,0.6242,0.972,0.389,2,5
claude-code_Inkling_js-high-01_bounded_efficiency_r1_5423a7,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,bounded_efficiency,1,688,1700,19,18,3,0,3,['tmp/pi-prompt-benchmark/slot-cc-05/src/fetchCache.js'],True,0.093492,0.333382,69,3231,416,18,8,828,False,,7,,,2,1,0.0,0.5882,2.476,1.238,4,8
claude-code_DeepSeek-V4-Pro_py-low-01_exhaustive_exploration_r2_085efa,pilot_b,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-low-01,exhaustive_exploration,2,900,2973,20,19,1,0,2,['tmp/pi-prompt-benchmark/slot-cc-01/shop/discount.py'],True,0.144877,0.623879,57,3529,897,19,5,944,False,,4,,,4,3,0.1053,0.602,0.0,0.567,2,0
claude-code_GLM-5.2_js-med-03_scoped_authorization_r1_b73c16,pilot_b,claude-code,zai-org/GLM-5.2,js-med-03,scoped_authorization,1,384,2873,27,26,1,0,12,['tmp/pi-prompt-benchmark/slot-cc-06/src/cache.js'],True,0.160019,0.681172,55,1374,5405,26,3,1373,False,,15,,,2,1,0.2368,0.5151,0.0,0.728,1,0
pi_Kimi-K2.6_js-high-01_exhaustive_exploration_r3_0ffc8d,pilot_a,pi,moonshotai/Kimi-K2.6,js-high-01,exhaustive_exploration,3,1476,2157,7,7,1,0,0,['tmp/pi-prompt-benchmark/slot-06/src/fetchCache.js'],True,0.019039,0.037855,7,6371,741,7,4,5014,False,,2,,,2,1,0.3056,0.645,0.0,0.157,1,0
pi_GLM-5.2_go-low-01_exhaustive_exploration_r3_0ba722,pilot_a,pi,zai-org/GLM-5.2,go-low-01,exhaustive_exploration,3,245,703,6,8,0,0,0,['tmp/pi-prompt-benchmark/slot-05/stats/stats.go'],True,0.010508,0.021015,6,864,796,8,5,174,True,1,2,1,661,3,2,0.0,0.4525,0.0,0.0,0,0
claude-code_Kimi-K2.7-Code_js-high-01_goal_only_r2_e1543e,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,goal_only,2,5944,6610,8,7,0,0,1,['tmp/pi-prompt-benchmark/slot-cc-03/src/fetchCache.js'],True,0.054617,0.149513,18,25775,731,7,3,25773,False,,3,,,2,1,0.3056,0.716,1.823,0.776,20,47
pi_DeepSeek-V4-Pro_js-high-01_baseline_r3_71c197,pilot_a,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,baseline,3,1814,2648,5,5,0,0,0,['tmp/pi-prompt-benchmark/slot-03/src/fetchCache.js'],True,0.021685,0.035089,5,7532,1036,5,3,116,False,,1,,,2,1,0.0,0.652,1.328,0.133,1,10
claude-code_Inkling_js-high-01_no_questions_autonomy_r1_52e130,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,no_questions_autonomy,1,290,1071,15,14,2,0,1,['tmp/pi-prompt-benchmark/slot-cc-05/src/fetchCache.js'],True,0.080183,0.270884,55,1378,456,14,4,120,False,,4,,,2,1,0.0,0.5704,0.0,0.726,1,0
claude-code_Inkling_js-high-01_goal_only_r1_3c3be9,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,goal_only,1,42,372,3,2,0,0,0,['tmp/pi-prompt-benchmark/slot-cc-05/src/fetchCache.js'],True,0.037927,0.052695,9,186,304,2,1,185,False,,0,,,1,0,0.0,,0.0,0.0,0,0
claude-code_Kimi-K2.7-Code_js-high-01_scoped_authorization_r1_8a9ed5,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,scoped_authorization,1,2046,2693,8,7,0,0,2,['tmp/pi-prompt-benchmark/slot-cc-03/src/fetchCache.js'],True,0.035924,0.118952,17,9397,580,7,3,9395,False,,3,,,2,1,0.25,0.6655,0.745,0.0,0,7
pi_GLM-5.2_js-med-03_deep_thinking_r1_a78151,pilot_a,pi,zai-org/GLM-5.2,js-med-03,deep_thinking,1,991,1794,7,6,0,0,0,[],True,0.018045,0.030959,7,3646,1699,6,3,144,False,,1,,,2,1,0.5789,0.6132,0.0,0.549,2,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_no_questions_autonomy_r2_629b68,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,no_questions_autonomy,2,1181,3986,41,40,2,0,9,['tmp/pi-prompt-benchmark/slot-cc-04/shop/discount.py'],True,0.39631,0.514991,119,4995,0,40,4,575,False,,14,,,3,2,0.0526,0.7159,0.0,3.203,16,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_scoped_authorization_r1_ba7435,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,scoped_authorization,1,193,769,7,6,0,0,2,['tmp/pi-prompt-benchmark/slot-cc-04/shop/discount.py'],True,0.067925,0.083541,20,821,574,6,1,270,False,,3,,,1,0,0.0,0.5152,0.0,3.654,3,0
pi_GLM-5.2_go-low-01_baseline_r2_abde71,pilot_a,pi,zai-org/GLM-5.2,go-low-01,baseline,2,109,422,6,6,1,0,0,[],True,0.006444,0.016148,6,462,604,6,2,88,True,2,2,1,633,1,0,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-high-01_adjacent_cleanup_r1_99119e,pilot_a,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,adjacent_cleanup,1,637,1985,7,7,0,0,0,"['tmp/pi-prompt-benchmark/slot-03/src/fetchCache.js', 'tmp/pi-prompt-benchmark/slot-03/tests/fetchCache.test.js']",False,0.0267,0.043258,7,2682,1054,7,4,214,False,,2,,,2,0,0.0,0.5927,0.373,0.373,1,1
claude-code_DeepSeek-V4-Pro_py-low-01_deep_thinking_r2_a29d5f,pilot_b,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-low-01,deep_thinking,2,1284,2999,16,15,1,0,2,['tmp/pi-prompt-benchmark/slot-cc-01/shop/discount.py'],True,0.131349,0.520859,49,4346,797,15,3,1428,False,,3,,,2,1,0.1053,0.6448,0.0,0.69,3,0
pi_GLM-5.2_go-low-01_adjacent_cleanup_r3_6723a1,pilot_a,pi,zai-org/GLM-5.2,go-low-01,adjacent_cleanup,3,261,691,10,8,1,0,0,[],True,0.014172,0.029421,10,1155,912,8,4,84,True,2,2,1,854,3,2,0.0,0.5134,0.0,0.0,0,0
pi_GLM-5.2_js-med-03_bounded_efficiency_r1_830386,pilot_a,pi,zai-org/GLM-5.2,js-med-03,bounded_efficiency,1,455,957,6,6,0,0,0,[],True,0.015863,0.022138,6,1734,722,6,3,742,False,,1,,,2,1,0.0,0.594,0.0,0.0,0,0
claude-code_Inkling_js-high-01_deep_thinking_r1_ae68fe,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,deep_thinking,1,1532,3466,37,36,2,0,5,['tmp/pi-prompt-benchmark/slot-cc-05/src/fetchCache.js'],True,0.16638,0.700661,141,7259,534,36,13,1992,False,,10,,,2,1,0.0278,0.6627,0.0,1.102,8,0
pi_GLM-5.2_go-low-01_bounded_efficiency_r1_584149,pilot_a,pi,zai-org/GLM-5.2,go-low-01,bounded_efficiency,1,157,531,6,5,0,0,0,[],True,0.007059,0.016909,6,630,637,5,1,90,True,2,2,1,863,1,0,0.0,0.4088,0.0,0.0,0,0
claude-code_Kimi-K2.7-Code_js-high-01_bounded_efficiency_r2_f70e9b,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,bounded_efficiency,2,8380,9815,21,20,1,0,12,['tmp/pi-prompt-benchmark/slot-cc-03/src/fetchCache.js'],True,0.106075,0.346211,48,39660,931,20,8,8275,False,,15,,,2,1,0.2222,0.6846,0.782,0.177,7,31
claude-code_GLM-5.2_js-med-03_no_questions_autonomy_r1_837f18,pilot_b,claude-code,zai-org/GLM-5.2,js-med-03,no_questions_autonomy,1,704,2030,41,40,0,0,34,['tmp/pi-prompt-benchmark/slot-cc-06/src/cache.js'],True,0.245058,1.031421,86,2646,318,40,3,1965,False,,36,,,2,1,0.2105,0.6204,0.0,0.756,2,0
claude-code_Kimi-K2.7-Code_js-high-01_baseline_r2_87a3ca,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,baseline,2,27,1172,9,8,0,0,1,['tmp/pi-prompt-benchmark/slot-cc-03/src/fetchCache.js'],True,0.033407,0.129617,17,109,2567,8,3,109,False,,4,,,2,1,0.2778,,0.0,0.0,0,0
pi_GLM-5.2_go-high-01_deep_thinking_r3_897565,pilot_a,pi,zai-org/GLM-5.2,go-high-01,deep_thinking,3,3048,4460,9,10,1,0,0,[],True,0.046982,0.070402,9,12390,3140,10,4,483,True,3,3,2,2844,3,2,0.1333,0.6713,0.0,0.404,5,0
claude-code_DeepSeek-V4-Pro_py-low-01_goal_only_r1_279689,pilot_b,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-low-01,goal_only,1,228,841,6,5,1,0,0,['tmp/pi-prompt-benchmark/slot-cc-01/shop/discount.py'],True,0.082356,0.197079,19,931,379,5,1,497,False,,0,,,1,0,0.0,0.565,0.0,1.074,1,0
pi_GLM-5.2_js-med-03_adjacent_cleanup_r2_55780f,pilot_a,pi,zai-org/GLM-5.2,js-med-03,adjacent_cleanup,2,1072,2222,6,7,1,0,0,[],True,0.019748,0.03558,6,4113,1596,7,3,141,False,,1,,,2,1,0.0263,0.6011,0.0,0.243,1,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_exhaustive_exploration_r1_67ba5e,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,exhaustive_exploration,1,1518,5047,35,44,4,0,15,['tmp/pi-prompt-benchmark/slot-cc-04/shop/discount.py'],True,0.388533,0.485352,133,5971,1846,44,17,3197,False,,18,,,5,4,0.1053,0.6941,0.0,2.847,17,0
claude-code_nemotron-3-ultra-550b-a55b_py-low-01_goal_only_r1_8646d1,pilot_b,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,goal_only,1,118,289,3,2,0,0,0,['tmp/pi-prompt-benchmark/slot-cc-04/shop/discount.py'],True,0.032028,0.035152,8,433,137,2,1,249,False,,0,,,1,0,0.0,,0.0,2.309,1,0
pi_GLM-5.2_js-med-03_exhaustive_exploration_r2_1823dc,pilot_a,pi,zai-org/GLM-5.2,js-med-03,exhaustive_exploration,2,483,1106,5,6,0,0,0,['tmp/pi-prompt-benchmark/slot-02/src/cache.js'],True,0.013299,0.021252,5,1741,1393,6,4,144,False,,1,,,2,1,0.0263,0.5594,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-high-01_bounded_efficiency_r1_a3f4d0,pilot_a,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,bounded_efficiency,1,544,1358,6,6,0,0,0,['tmp/pi-prompt-benchmark/slot-03/src/fetchCache.js'],True,0.022259,0.032115,6,2389,684,6,4,281,False,,2,,,2,1,0.2778,0.5896,0.419,0.837,2,1
pi_GLM-5.2_go-high-01_bounded_efficiency_r2_b94ad3,pilot_a,pi,zai-org/GLM-5.2,go-high-01,bounded_efficiency,2,103,828,7,8,0,0,0,[],True,0.023121,0.032387,7,456,697,8,2,76,True,4,5,3,834,2,1,0.0,,0.0,0.0,0,0
pi_GLM-5.2_go-low-01_bounded_efficiency_r3_17bae9,pilot_a,pi,zai-org/GLM-5.2,go-low-01,bounded_efficiency,3,306,539,7,5,0,0,0,[],True,0.006897,0.016674,7,1334,391,5,1,88,True,2,2,1,1495,1,0,0.0,0.5105,0.0,0.75,1,0
claude-code_Inkling_js-high-01_deep_thinking_r2_34bd09,pilot_b,claude-code,thinkingmachines/Inkling,js-high-01,deep_thinking,2,1132,2587,27,26,2,0,4,['tmp/pi-prompt-benchmark/slot-cc-05/src/fetchCache.js'],True,0.124913,0.492397,101,5394,852,26,15,2652,False,,8,,,2,1,0.0,0.6514,0.0,0.927,5,0
claude-code_Kimi-K2.7-Code_js-high-01_bounded_efficiency_r1_eae3aa,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,bounded_efficiency,1,6341,7160,12,11,0,0,3,['tmp/pi-prompt-benchmark/slot-cc-03/src/fetchCache.js'],True,0.069575,0.21389,33,29925,430,11,7,26874,False,,6,,,2,1,0.0,0.6869,0.134,0.434,13,4
pi_GLM-5.2_js-high-01_exhaustive_exploration_r1_c39ad4,pilot_a,pi,zai-org/GLM-5.2,js-high-01,exhaustive_exploration,1,4421,6489,9,9,0,0,0,['tmp/pi-prompt-benchmark/slot-04/src/fetchCache.js'],True,0.068918,0.093506,9,19365,3950,9,5,17882,False,,3,,,2,1,0.5833,0.699,2.014,0.981,19,39
pi_GLM-5.2_go-low-01_deep_thinking_r1_485c9f,pilot_a,pi,zai-org/GLM-5.2,go-low-01,deep_thinking,1,357,1040,10,9,1,0,0,[],True,0.016667,0.036366,10,1492,1302,9,3,423,True,1,2,1,1063,2,1,0.0,0.5154,0.0,1.34,2,0
claude-code_Kimi-K2.7-Code_js-high-01_no_questions_autonomy_r1_2993d3,pilot_b,claude-code,moonshotai/Kimi-K2.7-Code,js-high-01,no_questions_autonomy,1,1597,2153,6,5,0,0,0,['tmp/pi-prompt-benchmark/slot-cc-03/src/fetchCache.js'],True,0.026926,0.085099,14,7627,606,5,3,645,False,,1,,,2,1,0.6944,0.6217,0.393,0.262,2,3
